img_fName,img_w,img_h,bbx_xtl,bbx_ytl,bbx_xbr,bbx_ybr,class_label
train_00923.jpeg,2336,4160,1025,1803,1616,2340,albopictus
train_00925.jpeg,513,845,37,143,484,583,albopictus
train_00931.jpeg,3024,4032,1381,368,2196,1152,culex
train_00941.jpeg,1024,1365,313,812,589,1092,culex
train_00946.jpeg,3968,2976,1730,575,2517,1789,albopictus
train_00950.jpeg,768,1024,250,340,400,544,culiseta
train_00953.jpeg,4160,2340,1256,501,2409,1706,albopictus
train_00954.jpeg,900,1315,203,253,764,874,albopictus
train_00962.jpeg,3024,4032,891,1839,1887,2505,albopictus
train_00966.jpeg,3024,4032,561,1076,2300,3326,culex
train_00968.jpeg,4160,3120,1149,609,2945,2052,albopictus
train_00972.jpeg,4128,3096,786,1109,1756,2091,albopictus
train_00977.jpeg,1024,1820,420,649,702,1002,culex
train_00992.jpeg,3024,4032,1102,1708,1492,2111,culex
train_00999.jpeg,1160,2576,78,232,651,749,culex
train_01003.jpeg,2240,4608,648,2617,1576,3403,albopictus
train_01009.jpeg,1024,2106,483,998,634,1133,culex
train_01031.jpeg,2976,3968,1087,1772,1499,2271,albopictus
train_01032.jpeg,1024,1365,480,564,776,868,culex
train_01035.jpeg,1960,4032,683,1575,1080,2262,culex
train_01040.jpeg,2379,1547,1193,817,1646,1241,culex
train_01044.jpeg,1365,1024,274,412,435,636,culex
train_01051.jpeg,2976,3968,1563,2421,1935,2810,albopictus
train_01054.jpeg,3000,4000,174,1658,1561,3088,albopictus
train_01057.jpeg,768,1024,300,359,442,547,albopictus
train_01060.jpeg,1024,1818,442,752,750,1068,culex
train_01062.jpeg,3024,4032,1446,2139,1725,2632,culex
train_01065.jpeg,768,1024,273,525,566,747,japonicus-koreicus
train_01068.jpeg,3024,4032,1148,1862,1744,2296,culex
train_01070.jpeg,1024,1818,457,762,644,1019,culex
train_01074.jpeg,4032,3024,770,1240,1773,2226,albopictus
train_01087.jpeg,768,1024,327,472,440,581,culex
train_01089.jpeg,768,1024,297,508,536,727,culex
train_01090.jpeg,1381,1080,227,167,997,888,albopictus
train_01095.jpeg,720,1280,373,401,675,630,albopictus
train_01097.jpeg,1935,1380,86,179,1546,1268,albopictus
train_01099.jpeg,768,1024,149,319,689,731,albopictus
train_01107.jpeg,1464,1099,496,387,980,716,albopictus
train_01113.jpeg,3840,5120,908,921,2853,4348,albopictus
train_01117.jpeg,1557,1168,578,475,1038,853,albopictus
train_01127.jpeg,2592,1458,1179,114,1672,891,albopictus
train_01129.jpeg,4160,3120,3467,1186,3877,1748,albopictus
train_01134.jpeg,4032,1960,1396,456,2014,1367,culex
train_01135.jpeg,4032,3024,1097,291,3442,2449,albopictus
train_01138.jpeg,2448,3264,883,1799,1224,2182,albopictus
train_01140.jpeg,3264,2448,887,1459,1435,1807,albopictus
train_01145.jpeg,768,1024,189,220,608,748,culex
train_01152.jpeg,2736,3648,1162,1281,2154,2389,albopictus
train_01154.jpeg,3968,2976,1206,437,2636,1899,albopictus
train_01157.jpeg,524,724,64,111,477,603,japonicus-koreicus
train_01160.jpeg,1644,1644,235,71,1575,1579,albopictus
train_01162.jpeg,3024,4032,326,804,2552,3426,culiseta
train_01164.jpeg,638,638,151,141,563,483,culex
train_01167.jpeg,1944,2592,719,1073,1462,1732,culex
train_01168.jpeg,3024,4032,261,899,2108,3292,culiseta
train_01171.jpeg,2084,4624,164,1362,1646,3543,culex
train_01178.jpeg,2448,3264,1093,1577,1449,1929,albopictus
train_01179.jpeg,768,1024,320,595,456,736,albopictus
train_01182.jpeg,3840,2160,1728,1211,2081,1592,albopictus
train_01188.jpeg,1492,1478,853,807,1105,1096,albopictus
train_01190.jpeg,768,1024,222,443,483,607,culex
train_01193.jpeg,1024,2163,399,547,650,852,culex
train_01195.jpeg,3468,4624,789,1699,2908,3167,albopictus
train_01196.jpeg,1024,1820,99,445,702,843,culex
train_01199.jpeg,900,1600,303,710,675,953,japonicus-koreicus
train_01201.jpeg,1024,1365,209,621,607,1094,culex
train_01202.jpeg,2272,4032,842,1774,1640,2493,albopictus
train_01203.jpeg,4000,3000,1610,854,3345,2893,culex
train_01206.jpeg,3024,4032,1041,1554,1757,2795,culex
train_01207.jpeg,628,462,159,68,440,359,culex
train_01209.jpeg,3000,4000,891,1687,1968,3389,albopictus
train_01216.jpeg,4608,2592,1476,931,2425,1624,albopictus
train_01219.jpeg,2248,1080,657,73,1649,967,culex
train_01226.jpeg,1024,1365,273,548,691,945,culiseta
train_01233.jpeg,1024,1024,414,379,658,552,albopictus
train_01236.jpeg,2368,5120,634,2233,1425,2900,albopictus
train_01248.jpeg,1024,1365,400,628,573,912,culex
train_01249.jpeg,1024,1365,702,797,804,907,culex
train_01253.jpeg,1080,2400,71,629,1050,1638,albopictus
train_01254.jpeg,3024,4032,1025,2281,1295,2623,japonicus-koreicus
train_01258.jpeg,1024,1820,340,433,878,1242,albopictus
train_01260.jpeg,1024,1365,432,467,614,658,culex
train_01261.jpeg,4624,2604,2530,1299,3318,2444,albopictus
train_01263.jpeg,1846,4000,747,1756,1030,2068,albopictus
train_01264.jpeg,1024,1818,256,515,515,792,albopictus
train_01265.jpeg,925,924,169,196,573,559,albopictus
train_01267.jpeg,2448,3264,1342,1868,1828,2293,albopictus
train_01276.jpeg,768,1024,53,93,746,761,albopictus
train_01287.jpeg,3468,4624,125,1014,3388,4382,albopictus
train_01291.jpeg,768,1024,312,426,564,655,culex
train_01292.jpeg,3264,1840,1209,640,1550,1021,culex
train_01296.jpeg,512,641,170,206,420,432,albopictus
train_01300.jpeg,1816,4032,559,1548,1075,2076,culex
train_01302.jpeg,3024,4032,995,1436,1780,2376,albopictus
train_01312.jpeg,4000,3000,1500,1037,2652,1720,japonicus-koreicus
train_01313.jpeg,3024,4032,567,1264,1886,3082,culex
train_01317.jpeg,3000,4000,555,1122,1547,2294,albopictus
train_01319.jpeg,3024,4032,1012,2222,1396,2529,albopictus
train_01329.jpeg,798,851,60,84,781,569,culiseta
train_01330.jpeg,3000,4000,957,900,2277,2355,culex
train_01336.jpeg,2988,5312,1317,2082,2182,3134,albopictus
train_01342.jpeg,790,1500,93,541,622,988,culex
train_01347.jpeg,3120,4160,1334,1806,1951,2405,japonicus-koreicus
train_01353.jpeg,3024,4032,800,1863,1698,2589,albopictus
train_01354.jpeg,1024,2270,312,832,938,1228,culex
train_01360.jpeg,1800,4000,50,461,1800,2364,culiseta
train_01361.jpeg,2448,3264,889,786,2422,2238,albopictus
train_01365.jpeg,2576,1932,1046,631,1734,1261,albopictus
train_01366.jpeg,1024,1365,411,533,679,868,culex
train_01367.jpeg,1024,1820,402,822,650,1131,culex
train_01368.jpeg,3000,4000,823,927,1825,2363,culex
train_01370.jpeg,3024,4032,195,1138,2655,2503,culiseta
train_01379.jpeg,733,789,191,204,562,558,culex
train_01382.jpeg,3120,4208,1207,1871,1721,2576,albopictus
train_01384.jpeg,1024,1365,178,287,750,903,culex
train_01386.jpeg,1600,904,364,166,966,771,culex
train_01392.jpeg,1100,1100,185,400,943,967,albopictus
train_01393.jpeg,3024,4032,2013,2603,2339,3161,albopictus
train_01395.jpeg,768,1024,46,61,665,679,culex
train_01398.jpeg,3024,4032,1868,2391,2179,2779,albopictus
train_01399.jpeg,3024,4032,1147,1523,1631,2089,culex
train_01403.jpeg,610,875,195,319,387,519,culex
train_01404.jpeg,1852,2470,702,935,1134,1450,culex
train_01412.jpeg,3000,4000,667,322,2103,2137,albopictus
train_01415.jpeg,768,1024,286,368,560,609,culex
train_01416.jpeg,768,1024,256,370,388,478,culex
train_01418.jpeg,1024,1365,464,619,597,791,culex
train_01422.jpeg,610,343,194,92,394,217,albopictus
train_01423.jpeg,768,1024,281,429,493,596,culex
train_01427.jpeg,768,1024,245,413,465,658,culiseta
train_01438.jpeg,3024,4032,1156,1876,1478,2253,albopictus
train_01439.jpeg,3024,4032,693,931,2509,2505,culex
train_01448.jpeg,2340,4160,674,1262,1664,2177,albopictus
train_01449.jpeg,1024,1820,369,797,561,971,culex
train_01453.jpeg,1024,2163,150,828,901,1505,culex
train_01456.jpeg,2000,4000,981,1806,1261,2048,albopictus
train_01459.jpeg,1481,1259,513,569,852,832,culex
train_01462.jpeg,765,1024,274,281,521,678,culex
train_01463.jpeg,621,621,338,30,489,300,albopictus
train_01465.jpeg,4032,3024,1738,684,3393,2056,albopictus
train_01469.jpeg,2448,3264,236,520,1526,1498,culex
train_01470.jpeg,768,1024,63,123,714,713,culex
train_01474.jpeg,2112,4608,927,1882,1367,2405,culex
train_01475.jpeg,2592,1944,1026,470,1770,1180,albopictus
train_01477.jpeg,2976,3968,367,619,2891,2819,culex
train_01480.jpeg,2988,5312,1116,3205,1281,3403,albopictus
train_01482.jpeg,1842,1746,457,358,1247,1213,albopictus
train_01490.jpeg,1024,2272,170,769,344,1001,albopictus
train_01493.jpeg,1908,4032,527,1306,967,1781,culex
train_01498.jpeg,3024,4032,1112,1710,1759,2283,culex
train_01500.jpeg,1944,2592,710,1187,1166,1956,albopictus
train_01509.jpeg,1024,2106,360,681,575,1003,culex
train_01513.jpeg,891,845,172,173,632,715,albopictus
train_01514.jpeg,3456,4608,1069,2134,1907,2942,culex
train_01518.jpeg,3024,4032,1437,2316,2394,3153,culex
train_01522.jpeg,4000,1800,2150,726,2616,1193,culex
train_01524.jpeg,3264,1836,1236,88,2119,1724,albopictus
train_01534.jpeg,4000,1800,1607,384,2284,1056,culex
train_01537.jpeg,2688,1520,678,40,1753,849,albopictus
train_01543.jpeg,1166,2592,226,1251,772,1809,albopictus
train_01553.jpeg,1200,1600,324,718,650,1059,culex
train_01557.jpeg,3000,4000,1333,1393,1723,1917,culex
train_01560.jpeg,1024,2273,125,458,1015,1571,culiseta
train_01566.jpeg,768,1024,286,382,427,515,culex
train_01572.jpeg,2304,4096,968,1875,1441,2351,albopictus
train_01573.jpeg,1816,4032,847,1833,1308,2251,culex
train_01574.jpeg,2976,3968,1254,1342,1577,1733,albopictus
train_01578.jpeg,1359,1806,412,624,1155,1249,albopictus
train_01580.jpeg,768,1024,526,632,614,709,culex
train_01584.jpeg,3000,4000,389,1341,1695,2739,culex
train_01586.jpeg,3024,4032,443,1575,1772,3051,albopictus
train_01587.jpeg,3024,4032,1089,1623,1659,2232,culex
train_01588.jpeg,2019,2019,520,568,1683,1410,culex
train_01589.jpeg,1024,1820,353,870,566,1140,culex
train_01592.jpeg,1056,845,448,292,630,524,albopictus
train_01593.jpeg,768,1024,305,348,520,591,anopheles
train_01594.jpeg,1024,1365,336,841,430,947,culex
train_01596.jpeg,2988,5312,494,2330,1864,4116,albopictus
train_01598.jpeg,3120,4160,923,1527,1426,2007,albopictus
train_01608.jpeg,1024,1365,301,497,669,991,culex
train_01609.jpeg,2576,1932,700,912,1371,1508,japonicus-koreicus
train_01613.jpeg,4000,1800,2221,1078,2386,1238,albopictus
train_01616.jpeg,768,1024,372,604,464,700,albopictus
train_01617.jpeg,2976,3968,770,1687,2156,2969,japonicus-koreicus
train_01624.jpeg,1024,1365,110,330,717,894,culex
train_01625.jpeg,768,1024,202,386,475,627,albopictus
train_01626.jpeg,3024,4032,775,1595,1790,2673,culex
train_01628.jpeg,2742,2981,607,432,2420,2126,culex
train_01640.jpeg,768,1024,303,235,497,541,albopictus
train_01645.jpeg,1884,3282,52,1313,716,1979,culex
train_01651.jpeg,1885,1858,607,63,1677,1685,culex
train_01653.jpeg,768,1024,294,253,469,419,culex
train_01654.jpeg,3024,4032,204,382,2406,2751,japonicus-koreicus
train_01660.jpeg,2129,1024,472,443,923,717,culex
train_01665.jpeg,777,1600,315,817,542,995,albopictus
train_01666.jpeg,2736,3648,526,2178,1442,2995,albopictus
train_01669.jpeg,3024,4032,438,723,2205,2687,culex
train_01671.jpeg,4096,2304,1742,891,3066,1755,culex
train_01673.jpeg,1253,1253,249,237,913,1000,culex
train_01682.jpeg,1448,1437,538,472,917,968,albopictus
train_01689.jpeg,3024,4032,981,1273,1881,2466,culex
train_01698.jpeg,3024,4032,521,1451,2335,3338,albopictus
train_01699.jpeg,1908,4032,86,396,1352,1726,culex
train_01711.jpeg,3000,3000,1453,1234,2974,2349,albopictus
train_01712.jpeg,1729,920,602,253,1220,831,albopictus
train_01713.jpeg,1408,1437,553,518,813,822,culex
train_01715.jpeg,1024,1365,452,672,632,856,culex
train_01723.jpeg,5616,2808,849,347,4478,2539,culex
train_01727.jpeg,3024,4032,997,1691,1689,2668,albopictus
train_01731.jpeg,2448,3264,860,1429,1774,2250,albopictus
train_01735.jpeg,4032,3024,2189,1030,2824,1520,culex
train_01736.jpeg,720,1600,359,605,481,732,albopictus
train_01737.jpeg,1944,2592,558,921,1837,2006,culex
train_01738.jpeg,723,723,158,147,462,536,albopictus
train_01739.jpeg,582,681,187,218,390,491,albopictus
train_01743.jpeg,1024,1365,335,429,717,902,culex
train_01745.jpeg,1944,2592,378,796,1397,2303,culex
train_01748.jpeg,1365,1024,607,438,888,825,culex
train_01750.jpeg,2992,4000,855,1063,2393,2184,albopictus
train_01751.jpeg,2976,3968,656,1696,1829,2612,albopictus
train_01765.jpeg,3024,4032,235,852,981,1682,albopictus
train_01766.jpeg,2448,3264,642,866,1484,2255,albopictus
train_01771.jpeg,3456,4608,1347,2240,2182,3188,culex
train_01772.jpeg,3024,4032,475,1271,2692,2936,culex
train_01775.jpeg,3000,4000,84,1532,2241,3598,culex
train_01788.jpeg,3024,4032,684,1550,2179,2942,japonicus-koreicus
train_01792.jpeg,1365,1819,588,668,956,1280,albopictus
train_01794.jpeg,902,903,251,332,671,620,culex
train_01800.jpeg,1024,2217,174,652,952,1657,culex
train_01801.jpeg,1200,1600,525,563,799,753,culex
train_01811.jpeg,2448,3264,1030,703,1392,977,albopictus
train_01828.jpeg,4032,3024,1620,1432,2600,2063,albopictus
train_01834.jpeg,2592,1168,1176,36,2008,1065,albopictus
train_01835.jpeg,1024,2163,200,778,788,1303,culex
train_01837.jpeg,478,746,53,82,423,702,albopictus
train_01840.jpeg,1200,1200,350,587,840,1051,albopictus
train_01844.jpeg,1816,4032,572,1484,1216,2057,japonicus-koreicus
train_01847.jpeg,1102,1469,117,229,833,1072,culiseta
train_01848.jpeg,4032,2268,993,445,2124,1425,culex
train_01855.jpeg,3000,4000,1212,1918,1471,2203,culex
train_01860.jpeg,1365,1024,497,274,814,495,albopictus
train_01861.jpeg,3024,4032,1007,1634,1636,2233,culiseta
train_01873.jpeg,1160,2576,448,1047,963,1708,culex
train_01879.jpeg,3000,4000,852,1671,2006,2358,culex
train_01882.jpeg,1636,1343,546,366,970,1051,culex
train_01883.jpeg,1024,1365,198,346,448,720,culex
train_01888.jpeg,768,1024,315,377,459,524,culex
train_01890.jpeg,3456,4608,1472,1835,2122,2385,culex
