img_fName,img_w,img_h,bbx_xtl,bbx_ytl,bbx_xbr,bbx_ybr,class_label
train_00521.jpeg,5120,3840,2325,1486,3151,2121,albopictus
train_00523.jpeg,3024,4032,541,783,2910,3302,culiseta
train_00525.jpeg,1365,1024,439,407,867,871,culex
train_00527.jpeg,3024,4032,1039,1417,2183,2129,culex
train_00528.jpeg,1932,2576,706,1104,1149,1555,albopictus
train_00532.jpeg,768,1024,395,530,531,647,culex
train_00534.jpeg,768,1024,377,462,442,550,albopictus
train_00540.jpeg,1365,1024,390,497,587,736,culex
train_00544.jpeg,3024,4032,1329,2416,1736,2829,culex
train_00548.jpeg,1024,2272,469,1057,694,1259,culex
train_00549.jpeg,768,1024,483,454,558,532,albopictus
train_00550.jpeg,750,1334,236,589,461,830,albopictus
train_00554.jpeg,986,1478,45,465,415,891,albopictus
train_00556.jpeg,3264,1836,1314,757,1739,1243,albopictus
train_00557.jpeg,640,480,245,184,383,290,albopictus
train_00562.jpeg,768,1024,217,543,434,713,culex
train_00580.jpeg,630,800,9,17,523,745,albopictus
train_00586.jpeg,768,1024,172,299,610,751,albopictus
train_00587.jpeg,1022,1283,106,108,924,999,albopictus
train_00597.jpeg,3024,4032,922,1128,2005,2343,culex
train_00601.jpeg,2234,1024,1030,395,1326,613,culex
train_00611.jpeg,1365,1024,522,359,728,607,culex
train_00614.jpeg,2592,1944,972,855,1548,1173,culex
train_00615.jpeg,768,1024,75,242,638,867,japonicus-koreicus
train_00617.jpeg,967,1529,441,720,665,958,albopictus
train_00620.jpeg,3024,4032,1202,1363,2114,3019,albopictus
train_00621.jpeg,768,1024,261,440,414,632,culex
train_00622.jpeg,1024,1365,93,245,924,1043,culex
train_00627.jpeg,1080,1231,302,329,791,896,albopictus
train_00629.jpeg,3000,4000,411,612,1315,1937,culex
train_00656.jpeg,1844,4000,687,1347,1168,1943,culiseta
train_00660.jpeg,768,1024,552,507,746,670,culiseta
train_00662.jpeg,1024,1365,171,157,951,1200,japonicus-koreicus
train_00673.jpeg,3000,4000,868,1488,2466,3116,culiseta
train_00676.jpeg,3024,4032,178,1760,2466,3570,albopictus
train_00694.jpeg,640,1136,50,329,535,716,albopictus
train_00699.jpeg,1024,1365,299,422,890,1111,culex
train_00717.jpeg,3456,4608,1123,1957,2194,3072,albopictus
train_00720.jpeg,3024,4032,1121,1388,2191,2365,culex
train_00723.jpeg,3024,4032,947,1300,2215,2623,culex
train_00726.jpeg,768,1024,178,523,423,780,culex
train_00728.jpeg,1024,1820,449,701,692,969,albopictus
train_00735.jpeg,1024,1024,181,222,914,844,culex
train_00739.jpeg,1600,900,552,258,832,451,albopictus
train_00740.jpeg,1944,2592,119,1045,1488,1957,culex
train_00742.jpeg,1200,1600,329,209,1019,990,culiseta
train_00745.jpeg,4032,2268,1067,89,2967,2240,culiseta
train_00753.jpeg,1299,1331,574,586,968,1003,albopictus
train_00754.jpeg,768,1024,203,290,451,523,albopictus
train_00756.jpeg,1080,2340,351,1377,646,1710,albopictus
train_00758.jpeg,3000,4000,801,311,3000,2936,albopictus
train_00764.jpeg,1365,1024,450,171,1054,724,culex
train_00770.jpeg,2539,1748,603,226,1838,1514,culex
train_00771.jpeg,3024,4032,1340,2433,1833,2861,culex
train_00784.jpeg,2560,1536,1470,687,1866,996,albopictus
train_00784.jpeg,2560,1536,920,581,1113,772,albopictus
train_00785.jpeg,2448,3264,759,1036,2329,2364,albopictus
train_00788.jpeg,768,1024,455,417,539,512,culex
train_00790.jpeg,3024,4032,1291,1688,1910,2188,albopictus
train_00792.jpeg,3024,4032,327,736,2661,3178,culex
train_00796.jpeg,3024,4032,781,1551,1585,2171,culex
train_00803.jpeg,768,1024,289,354,496,630,albopictus
train_00810.jpeg,3000,4000,989,1757,2063,2856,culex
train_00814.jpeg,4032,3024,1875,1104,2522,1784,culiseta
train_00818.jpeg,1024,1365,229,529,417,726,albopictus
train_00822.jpeg,3024,4032,1334,2157,1613,2493,culiseta
train_00827.jpeg,1125,844,395,211,672,625,albopictus
train_00829.jpeg,3840,2160,2490,652,2979,993,albopictus
train_00837.jpeg,1284,2778,358,792,895,1530,japonicus-koreicus
train_00842.jpeg,2576,1932,927,867,1528,1362,culex
train_00847.jpeg,1103,983,348,130,671,592,albopictus
train_00848.jpeg,3024,4032,1254,1913,1872,2462,culex
train_00852.jpeg,2217,1024,962,432,1226,761,culex
train_00855.jpeg,1024,1365,201,543,617,925,culex
train_00859.jpeg,750,810,328,331,445,442,albopictus
train_00865.jpeg,3024,4032,695,577,2557,2795,albopictus
train_00877.jpeg,3000,4000,482,966,2509,2714,albopictus
train_00887.jpeg,3000,4000,1134,1889,1894,2442,culex
train_00888.jpeg,953,908,187,112,858,758,albopictus
train_00892.jpeg,4032,3024,1869,1164,2412,1562,albopictus
train_00893.jpeg,4032,2016,1270,546,1769,964,culex
train_00894.jpeg,1024,2163,109,411,869,1008,culex
train_00896.jpeg,4000,3000,303,642,1053,1258,culex
train_00897.jpeg,2576,1160,1154,451,1630,843,culex
train_00899.jpeg,3024,4032,1225,1948,1920,2769,culiseta
train_00902.jpeg,1836,3264,725,1215,1424,1873,albopictus
train_00903.jpeg,1066,1422,121,386,840,1274,albopictus
train_00904.jpeg,2268,4032,1072,1785,1283,1981,albopictus
train_00910.jpeg,3000,3000,1632,1681,1986,2144,japonicus-koreicus
train_00913.jpeg,3472,4640,1629,2861,2079,3240,albopictus
train_00916.jpeg,3024,4032,1101,1578,1967,2193,culex
train_00922.jpeg,3024,4032,1316,1886,1864,2438,culiseta
train_00929.jpeg,768,1024,314,428,656,676,culex
train_00936.jpeg,768,1024,319,540,403,617,albopictus
train_00937.jpeg,1365,1024,437,385,929,733,culex
train_00944.jpeg,1116,1728,339,1029,575,1272,albopictus
train_00947.jpeg,1920,1920,802,596,1189,970,albopictus
train_00951.jpeg,1506,1351,32,95,1308,1252,albopictus
train_00957.jpeg,1024,1365,436,539,554,665,culex
train_00958.jpeg,1365,1024,698,478,815,618,culex
train_00959.jpeg,3024,4032,722,1155,3024,3956,culex
train_00963.jpeg,4032,3024,1563,1658,1974,2103,culex
train_00964.jpeg,2592,4608,957,2116,1788,2945,culex
train_00969.jpeg,2322,4128,1000,1738,1785,2612,culex
train_00971.jpeg,1024,1367,393,231,628,472,culiseta
train_00973.jpeg,751,794,94,30,651,753,albopictus
train_00974.jpeg,3024,4032,31,732,2265,2651,aegypti
train_00978.jpeg,3024,4032,983,1510,1631,2106,japonicus-koreicus
train_00981.jpeg,3024,4032,643,1082,2354,3002,albopictus
train_00985.jpeg,492,1024,64,199,349,363,culex
train_00988.jpeg,3024,4032,1285,2167,1774,2569,culex
train_00995.jpeg,1309,1750,195,370,1020,1555,culex
train_00998.jpeg,768,1024,255,253,424,423,albopictus
train_01001.jpeg,3024,4032,1642,1595,2149,2089,albopictus
train_01002.jpeg,561,579,148,86,392,461,albopictus
train_01006.jpeg,4032,2268,1350,1193,2473,1966,albopictus
train_01011.jpeg,768,1024,281,371,454,649,culex
train_01014.jpeg,403,830,94,150,327,609,culex
train_01016.jpeg,1024,1365,216,401,641,826,japonicus-koreicus
train_01018.jpeg,768,1024,283,511,394,666,culex
train_01020.jpeg,1024,1818,157,556,796,1447,albopictus
train_01030.jpeg,1365,1024,573,390,778,734,culex
train_01033.jpeg,3024,4032,1161,1203,1777,2015,culex
train_01034.jpeg,548,565,270,292,335,367,albopictus
train_01038.jpeg,3024,4032,544,1270,2204,2883,albopictus
train_01042.jpeg,768,1024,200,714,349,913,albopictus
train_01050.jpeg,768,1024,247,406,580,719,japonicus-koreicus
train_01052.jpeg,1056,961,122,272,996,901,albopictus
train_01061.jpeg,3000,3000,1270,1327,1673,1738,culiseta
train_01063.jpeg,1109,755,282,185,776,511,albopictus
train_01064.jpeg,3024,4032,1277,1694,1855,2497,culiseta
train_01069.jpeg,1024,1365,525,786,636,892,culex
train_01071.jpeg,4896,3672,2072,1133,3477,2438,culex
train_01072.jpeg,1547,1130,550,166,1146,818,japonicus-koreicus
train_01076.jpeg,1932,2576,455,1140,1099,1910,culex
train_01080.jpeg,492,1024,18,117,356,541,culex
train_01086.jpeg,3024,4032,1106,2082,1605,2436,culex
train_01091.jpeg,1024,1365,385,466,719,745,albopictus
train_01094.jpeg,4208,2368,1074,823,1867,1399,albopictus
train_01098.jpeg,768,1024,298,441,425,666,culex
train_01100.jpeg,1200,1600,255,725,843,1304,culiseta
train_01103.jpeg,3024,4032,1367,1826,1745,2376,culex
train_01105.jpeg,772,615,205,110,511,465,albopictus
train_01108.jpeg,4608,3456,2736,1072,3160,1546,culex
train_01114.jpeg,3920,2204,2107,835,2579,1296,albopictus
train_01120.jpeg,720,1280,256,459,396,731,albopictus
train_01121.jpeg,768,1024,294,682,428,825,culex
train_01122.jpeg,2808,5616,1082,1988,2325,4237,albopictus
train_01124.jpeg,3024,4032,981,974,2167,2614,culex
train_01125.jpeg,3024,4032,1082,1033,2129,2312,culex
train_01131.jpeg,768,1024,386,570,477,679,albopictus
train_01136.jpeg,1080,2400,33,615,1051,1656,albopictus
train_01141.jpeg,2619,1798,579,62,1826,1221,albopictus
train_01142.jpeg,3264,1836,1332,718,1878,1286,albopictus
train_01144.jpeg,1200,1600,739,93,1041,562,culex
train_01149.jpeg,768,1024,256,282,418,549,japonicus-koreicus
train_01150.jpeg,3096,4128,1012,843,2570,2195,albopictus
train_01151.jpeg,2976,3968,1323,2346,2188,3227,albopictus
train_01155.jpeg,387,483,47,24,352,430,albopictus
train_01158.jpeg,1600,1600,813,589,1014,789,albopictus
train_01161.jpeg,3024,4032,1128,1350,2608,2677,culex
train_01163.jpeg,2454,2431,587,623,2196,2109,culex
train_01169.jpeg,2000,4000,902,478,1208,806,albopictus
train_01173.jpeg,4032,3024,761,491,3223,2163,aegypti
train_01192.jpeg,3024,4032,978,1547,1979,2527,albopictus
train_01210.jpeg,1080,1659,218,458,899,1313,albopictus
train_01213.jpeg,1200,1600,433,589,650,773,albopictus
train_01218.jpeg,1125,2001,411,617,917,1153,albopictus
train_01222.jpeg,1365,1024,492,284,698,465,culex
train_01225.jpeg,945,2048,285,762,730,1197,culex
train_01227.jpeg,3024,4032,1172,1369,1985,2635,culex
train_01228.jpeg,3024,4032,1106,1751,1772,2307,culex
train_01229.jpeg,400,400,95,137,300,301,albopictus
train_01230.jpeg,3024,4032,328,658,2824,3037,culiseta
train_01231.jpeg,3264,2448,1455,714,2210,1370,albopictus
train_01240.jpeg,2309,1912,723,417,1526,1246,culex
train_01245.jpeg,2060,2061,402,270,1708,1696,albopictus
train_01246.jpeg,1072,1440,272,296,570,569,albopictus
train_01252.jpeg,1458,2592,631,1036,1120,1764,culex
train_01256.jpeg,1024,1365,203,334,877,979,culex
train_01257.jpeg,1024,1365,99,292,945,994,culex
train_01262.jpeg,777,673,292,194,564,416,albopictus
train_01268.jpeg,3000,4000,1339,1572,1868,2308,culex
train_01275.jpeg,1600,1329,598,421,877,614,albopictus
train_01277.jpeg,768,1024,208,254,505,788,albopictus
train_01288.jpeg,3000,4000,625,1367,1567,2739,albopictus
train_01289.jpeg,768,1024,298,509,430,659,culex
train_01290.jpeg,1024,1365,407,725,547,837,albopictus
train_01294.jpeg,1024,1365,218,482,394,689,culex
train_01295.jpeg,768,1024,277,374,359,498,albopictus
train_01298.jpeg,768,1024,313,359,623,594,culex
train_01306.jpeg,768,1024,235,338,434,482,culex
train_01307.jpeg,2448,3264,968,1320,1204,1618,albopictus
train_01309.jpeg,768,1024,374,360,521,555,culex
train_01314.jpeg,3024,4032,1430,2097,1741,2364,albopictus
train_01315.jpeg,3024,4032,136,2022,2960,3857,culiseta
train_01316.jpeg,3024,4032,1268,1501,1761,2410,culex
train_01321.jpeg,768,1024,243,396,539,600,culex
train_01325.jpeg,1944,2592,744,754,1624,1578,albopictus
train_01328.jpeg,877,931,161,337,662,755,culex
train_01333.jpeg,3394,3293,1400,1295,2002,1973,albopictus
train_01334.jpeg,1402,1401,381,293,1072,901,japonicus-koreicus
train_01339.jpeg,1276,936,492,306,824,562,albopictus
train_01341.jpeg,3024,4032,1446,3008,1821,3362,albopictus
train_01343.jpeg,4032,3024,1006,456,2974,2301,albopictus
train_01348.jpeg,1513,1434,423,480,1014,983,albopictus
train_01350.jpeg,1365,1024,306,206,1024,826,culex
train_01357.jpeg,2268,4032,914,1837,1547,2474,culiseta
train_01359.jpeg,779,780,189,138,580,631,culex
train_01377.jpeg,3456,4608,1223,1935,2163,2798,culex
train_01383.jpeg,1024,1365,383,627,547,806,culex
train_01405.jpeg,1024,1365,524,529,648,707,culex
train_01406.jpeg,3000,4000,1389,329,1890,992,culex
train_01407.jpeg,4608,3456,1120,619,3317,2317,culex
train_01409.jpeg,1458,3238,222,1370,1458,2831,culiseta
train_01410.jpeg,1024,1365,384,186,621,367,culex
train_01413.jpeg,1365,1024,788,493,908,668,albopictus
train_01414.jpeg,1160,2576,252,784,670,1369,albopictus
train_01417.jpeg,4032,3024,1723,1666,2325,2008,culex
train_01426.jpeg,3096,4128,194,1001,2079,3038,culex
train_01428.jpeg,1600,1200,733,552,994,832,culex
train_01435.jpeg,1024,1820,305,837,585,1025,culex
train_01442.jpeg,3024,4032,1015,1223,2081,2270,culex
train_01443.jpeg,4608,2128,1878,44,3321,1386,albopictus
train_01445.jpeg,3000,4000,1094,1167,1990,2318,culex
train_01446.jpeg,3024,4032,883,768,2156,2064,albopictus
train_01447.jpeg,1960,4032,0,686,1390,2685,albopictus
train_01452.jpeg,2363,2976,921,1382,1516,1770,albopictus
train_01454.jpeg,3024,4032,1301,1575,1692,2057,albopictus
train_01460.jpeg,768,1024,360,469,458,557,culex
train_01461.jpeg,3024,4032,1242,1590,1617,2115,culex
train_01476.jpeg,4000,1800,1284,498,2486,1314,japonicus-koreicus
train_01479.jpeg,768,1024,74,185,561,730,albopictus
train_01481.jpeg,5616,2808,1799,141,3353,2729,culex
train_01483.jpeg,909,1123,274,479,588,938,culex
train_01488.jpeg,768,1024,189,190,563,589,culex
train_01494.jpeg,1600,1200,57,190,1211,1100,culex
train_01497.jpeg,2988,5312,861,2222,1375,2665,albopictus
train_01502.jpeg,1024,1820,423,554,553,733,culex
train_01504.jpeg,1932,2576,616,1134,1276,2040,culex
train_01506.jpeg,1365,1024,440,349,839,642,culex
train_01508.jpeg,3024,4032,1322,1584,1998,2469,culiseta
train_01511.jpeg,768,1024,209,275,435,524,culex
train_01519.jpeg,3024,4032,827,1758,2171,2765,culex
train_01525.jpeg,768,1024,340,459,486,624,culiseta
train_01528.jpeg,1933,1564,914,640,1324,950,culex
train_01536.jpeg,1600,901,334,309,572,496,culex
train_01539.jpeg,3264,2448,1493,871,2026,1584,albopictus
train_01542.jpeg,768,1024,296,377,436,482,culex
train_01544.jpeg,1024,1365,157,514,830,1037,culex
train_01545.jpeg,3024,4032,886,1134,2347,2302,japonicus-koreicus
train_01546.jpeg,3096,4128,1260,1640,1841,2477,culex
train_01547.jpeg,1024,2106,435,721,653,1029,albopictus
train_01548.jpeg,3000,4000,411,1832,2201,3141,albopictus
train_01552.jpeg,768,1024,292,279,435,382,culex
train_01555.jpeg,935,1541,283,503,674,991,albopictus
train_01562.jpeg,720,1600,273,480,512,743,albopictus
train_01564.jpeg,1600,900,801,368,1097,528,albopictus
train_01567.jpeg,2240,4608,1048,1883,1436,2287,albopictus
train_01581.jpeg,1136,990,233,125,813,749,albopictus
train_01583.jpeg,486,513,133,117,350,463,albopictus
train_01597.jpeg,4160,3120,1716,1409,2225,1801,albopictus
train_01605.jpeg,2448,3264,928,1073,1900,2432,albopictus
train_01606.jpeg,3024,4032,1841,1383,2183,1656,albopictus
train_01611.jpeg,3000,4000,47,686,2825,3140,culex
train_01612.jpeg,5120,3840,1426,524,4056,2567,albopictus
train_01614.jpeg,768,1024,242,185,595,485,culiseta
train_01621.jpeg,3024,4032,1103,1633,2081,2832,culex
train_01629.jpeg,900,1600,457,588,738,868,albopictus
train_01635.jpeg,3096,4128,973,1343,2295,2293,albopictus
train_01642.jpeg,2448,3264,463,1057,2172,2351,albopictus
train_01647.jpeg,3024,4032,482,1044,2402,2804,japonicus-koreicus
train_01649.jpeg,1402,1481,215,146,1187,1410,albopictus
train_01652.jpeg,768,1024,137,447,593,868,culex
train_01658.jpeg,768,1024,228,331,437,604,culex
train_01662.jpeg,1440,2880,35,763,1266,2196,albopictus
train_01668.jpeg,3120,4160,993,819,3051,3113,albopictus
train_01670.jpeg,1330,997,712,230,1104,594,albopictus
train_01672.jpeg,3024,4032,1176,1410,1876,2110,albopictus
train_01675.jpeg,1024,1365,449,628,644,831,culex
train_01676.jpeg,3024,4032,1060,1462,2244,1955,culex
train_01679.jpeg,3000,4000,591,270,2433,2843,albopictus
train_01680.jpeg,901,901,364,334,630,558,albopictus
train_01683.jpeg,1024,1365,254,201,993,1024,albopictus
train_01688.jpeg,2110,1186,643,81,1354,912,albopictus
train_01691.jpeg,3024,4032,1351,2427,1867,2859,albopictus
train_01693.jpeg,1200,1600,321,277,575,454,albopictus
train_01694.jpeg,2448,3264,1028,1495,1529,1974,albopictus
train_01697.jpeg,512,516,85,151,489,444,albopictus
train_01701.jpeg,4000,3000,672,810,2791,1980,japonicus-koreicus
train_01703.jpeg,1024,1365,210,680,573,1100,culex
train_01704.jpeg,3456,4608,1519,2359,2191,2890,culex
train_01705.jpeg,768,1024,381,440,513,555,culex
train_01705.jpeg,768,1024,229,555,369,631,culex
train_01710.jpeg,894,1014,280,308,643,680,albopictus
train_01714.jpeg,3104,1746,948,354,1295,647,albopictus
train_01720.jpeg,3456,4608,35,849,2261,4137,culex
train_01721.jpeg,2560,1440,1109,423,1629,1016,albopictus
train_01722.jpeg,3120,4160,1240,1837,2015,3063,albopictus
train_01725.jpeg,3468,4624,626,1340,2787,3251,albopictus
train_01726.jpeg,768,1024,286,386,403,522,culex
train_01728.jpeg,720,837,140,271,480,580,albopictus
train_01730.jpeg,2448,3264,684,1035,1577,2225,culex
train_01733.jpeg,3024,4032,709,1778,1771,2941,culex
train_01742.jpeg,2592,4608,878,2061,1484,2561,albopictus
train_01749.jpeg,3024,4032,823,1970,1852,3113,albopictus
train_01752.jpeg,5344,3006,2023,1630,3305,2397,albopictus
train_01755.jpeg,1200,1600,558,697,850,972,culex
train_01757.jpeg,1125,1124,526,309,753,574,albopictus
train_01759.jpeg,2000,4000,511,924,1088,1678,culex
train_01769.jpeg,1334,750,517,293,765,597,albopictus
train_01776.jpeg,1440,1920,333,644,709,911,albopictus
train_01779.jpeg,768,1024,231,717,347,861,culex
train_01783.jpeg,3000,4000,1198,1224,1856,1763,culex
train_01785.jpeg,768,1024,172,349,430,638,culex
train_01795.jpeg,1365,1024,583,267,1365,873,culiseta
train_01804.jpeg,1024,1365,393,603,590,750,culex
train_01805.jpeg,3000,4000,1172,2181,1812,2704,albopictus
train_01806.jpeg,4160,3120,1799,1209,2328,1842,culex
train_01814.jpeg,768,1024,297,139,662,507,culex
train_01818.jpeg,1920,2560,999,1148,1598,1650,albopictus
train_01819.jpeg,1024,1365,403,603,594,749,culex
train_01826.jpeg,3456,4608,190,1734,3188,3769,albopictus
train_01830.jpeg,2336,4160,864,2242,1332,2660,culex
train_01838.jpeg,3000,4000,378,1555,1758,2476,albopictus
train_01839.jpeg,2438,1836,354,451,2010,1328,culex
train_01845.jpeg,1242,2208,411,809,829,1156,albopictus
train_01846.jpeg,1024,1820,333,269,629,609,culex
train_01850.jpeg,819,614,221,114,487,362,albopictus
train_01853.jpeg,3264,1836,919,32,2046,1669,albopictus
train_01856.jpeg,3024,4032,1447,2245,1723,2471,albopictus
train_01857.jpeg,768,1024,301,578,621,805,culex
train_01862.jpeg,3024,4032,1537,2086,1944,2574,culex
train_01866.jpeg,4000,3000,1294,514,3391,1880,culex
train_01869.jpeg,768,1024,260,512,415,683,culex
train_01870.jpeg,768,1024,219,125,637,483,albopictus
train_01871.jpeg,768,1024,309,475,502,674,culex
train_01872.jpeg,2448,3264,766,1290,1718,2374,albopictus
train_01881.jpeg,3024,4032,965,1721,1527,2289,albopictus
train_01886.jpeg,1225,1426,252,137,1003,1058,culiseta
train_01891.jpeg,1398,947,431,266,978,849,japonicus-koreicus
